date,username,text,case folding,tokenizing,filtering,stemmed,tweet_final
2/7/2023 15:04,Raoul,Guess who is sending help Israel the country the Syrian government has been actively fighting since its founding ,guess who is sending help israel the country the syrian government has been actively fighting since its founding ,"['guess', 'who', 'is', 'sending', 'help', 'israel', 'the', 'country', 'the', 'syrian', 'government', 'has', 'been', 'actively', 'fighting', 'since', 'its', 'founding']","['guess', 'sending', 'help', 'israel', 'country', 'syrian', 'government', 'actively', 'fighting', 'since', 'founding']","['guess', 'send', 'help', 'israel', 'countri', 'syrian', 'govern', 'activ', 'fight', 'sinc', 'found']",guess send help israel countri syrian govern activ fight sinc found
2/7/2023 15:07,Harish Deshmukh,Rescue team flies to from ,rescue team flies to from ,"['rescue', 'team', 'flies', 'to', 'from']","['rescue', 'team', 'flies']","['rescu', 'team', 'fli']",rescu team fli
2/7/2023 15:09,Tea-Licious, Ya Allaha help my brothers sisters they need YOU the most , ya allaha help my brothers sisters they need you the most ,"['ya', 'allaha', 'help', 'my', 'brothers', 'sisters', 'they', 'need', 'you', 'the', 'most']","['ya', 'allaha', 'help', 'brothers', 'sisters', 'need']","['ya', 'allaha', 'help', 'brother', 'sister', 'need']",ya allaha help brother sister need
2/7/2023 15:12,Afraa Yousef,How can this be human ,how can this be human ,"['how', 'can', 'this', 'be', 'human']",['human'],['human'],human
2/7/2023 15:13,Fr. Spyridon Tanous,After the and if there is still honor for the opposition groups they should take the initiative to break the siege on Syria and the Syrians ,after the and if there is still honor for the opposition groups they should take the initiative to break the siege on syria and the syrians ,"['after', 'the', 'and', 'if', 'there', 'is', 'still', 'honor', 'for', 'the', 'opposition', 'groups', 'they', 'should', 'take', 'the', 'initiative', 'to', 'break', 'the', 'siege', 'on', 'syria', 'and', 'the', 'syrians']","['still', 'honor', 'opposition', 'groups', 'take', 'initiative', 'break', 'siege', 'syria', 'syrians']","['still', 'honor', 'opposit', 'group', 'take', 'initi', 'break', 'sieg', 'syria', 'syrian']",still honor opposit group take initi break sieg syria syrian
2/7/2023 15:14,Chander Parkash,Thousanda of people died in sleep in a severe earthquake in Turkey nearby areas The earthquake struck at around 4 30 hours early morning Many multi storied apartments fell like pack of cards In the harsh winter people could not find shelter for protection ,thousanda of people died in sleep in a severe earthquake in turkey nearby areas the earthquake struck at around 4 30 hours early morning many multi storied apartments fell like pack of cards in the harsh winter people could not find shelter for protection ,"['thousanda', 'of', 'people', 'died', 'in', 'sleep', 'in', 'a', 'severe', 'earthquake', 'in', 'turkey', 'nearby', 'areas', 'the', 'earthquake', 'struck', 'at', 'around', '4', '30', 'hours', 'early', 'morning', 'many', 'multi', 'storied', 'apartments', 'fell', 'like', 'pack', 'of', 'cards', 'in', 'the', 'harsh', 'winter', 'people', 'could', 'not', 'find', 'shelter', 'for', 'protection']","['thousanda', 'people', 'died', 'sleep', 'severe', 'earthquake', 'turkey', 'nearby', 'areas', 'earthquake', 'struck', 'around', '4', '30', 'hours', 'early', 'morning', 'many', 'multi', 'storied', 'apartments', 'fell', 'like', 'pack', 'cards', 'harsh', 'winter', 'people', 'could', 'find', 'shelter', 'protection']","['thousanda', 'peopl', 'die', 'sleep', 'sever', 'earthquak', 'turkey', 'nearbi', 'area', 'earthquak', 'struck', 'around', '4', '30', 'hour', 'earli', 'morn', 'mani', 'multi', 'stori', 'apart', 'fell', 'like', 'pack', 'card', 'harsh', 'winter', 'peopl', 'could', 'find', 'shelter', 'protect']",thousanda peopl die sleep sever earthquak turkey nearbi area earthquak struck around 4 30 hour earli morn mani multi stori apart fell like pack card harsh winter peopl could find shelter protect
2/7/2023 15:16,Mohd Abdullah,Earthquake Thoughts and Prayers for Turkey Syria Lebanon Jordan and all the other places affected Ya Allah Reham ,earthquake thoughts and prayers for turkey syria lebanon jordan and all the other places affected ya allah reham ,"['earthquake', 'thoughts', 'and', 'prayers', 'for', 'turkey', 'syria', 'lebanon', 'jordan', 'and', 'all', 'the', 'other', 'places', 'affected', 'ya', 'allah', 'reham']","['earthquake', 'thoughts', 'prayers', 'turkey', 'syria', 'lebanon', 'jordan', 'places', 'affected', 'ya', 'allah', 'reham']","['earthquak', 'thought', 'prayer', 'turkey', 'syria', 'lebanon', 'jordan', 'place', 'affect', 'ya', 'allah', 'reham']",earthquak thought prayer turkey syria lebanon jordan place affect ya allah reham
2/7/2023 15:16,Lara 🌈 Diary of Dreams,I just went there in a GAP tour and took a pic in front of the castle I am seriously devestated ,i just went there in a gap tour and took a pic in front of the castle i am seriously devestated ,"['i', 'just', 'went', 'there', 'in', 'a', 'gap', 'tour', 'and', 'took', 'a', 'pic', 'in', 'front', 'of', 'the', 'castle', 'i', 'am', 'seriously', 'devestated']","['went', 'gap', 'tour', 'took', 'pic', 'front', 'castle', 'seriously', 'devestated']","['went', 'gap', 'tour', 'took', 'pic', 'front', 'castl', 'serious', 'devest']",went gap tour took pic front castl serious devest
2/7/2023 15:20,Canelo Kot, needs help and is already going there God be with all of you , needs help and is already going there god be with all of you ,"['needs', 'help', 'and', 'is', 'already', 'going', 'there', 'god', 'be', 'with', 'all', 'of', 'you']","['needs', 'help', 'already', 'going', 'god']","['need', 'help', 'alreadi', 'go', 'god']",need help alreadi go god
2/7/2023 15:21,Official SHER KHAN🗨,May Allah s protect Turkey and Syria ,may allah s protect turkey and syria ,"['may', 'allah', 's', 'protect', 'turkey', 'and', 'syria']","['may', 'allah', 'protect', 'turkey', 'syria']","['may', 'allah', 'protect', 'turkey', 'syria']",may allah protect turkey syria
2/7/2023 15:28,AFZAL HUSAIN افضل حسین,One of the oldest mosques in Turkey falls of the 7 8 magnitude earthquake that hit the country today It was built in 1894 It fell today ,one of the oldest mosques in turkey falls of the 7 8 magnitude earthquake that hit the country today it was built in 1894 it fell today ,"['one', 'of', 'the', 'oldest', 'mosques', 'in', 'turkey', 'falls', 'of', 'the', '7', '8', 'magnitude', 'earthquake', 'that', 'hit', 'the', 'country', 'today', 'it', 'was', 'built', 'in', '1894', 'it', 'fell', 'today']","['one', 'oldest', 'mosques', 'turkey', 'falls', '7', '8', 'magnitude', 'earthquake', 'hit', 'country', 'today', 'built', '1894', 'fell', 'today']","['one', 'oldest', 'mosqu', 'turkey', 'fall', '7', '8', 'magnitud', 'earthquak', 'hit', 'countri', 'today', 'built', '1894', 'fell', 'today']",one oldest mosqu turkey fall 7 8 magnitud earthquak hit countri today built 1894 fell today
2/7/2023 15:29,FES International,Pray for Turkey amp Syria ,pray for turkey amp syria ,"['pray', 'for', 'turkey', 'amp', 'syria']","['pray', 'turkey', 'syria']","['pray', 'turkey', 'syria']",pray turkey syria
2/7/2023 15:35,GNN,Destructive earthquake in Turkey and Syria The death toll exceeded 3 800 ,destructive earthquake in turkey and syria the death toll exceeded 3 800 ,"['destructive', 'earthquake', 'in', 'turkey', 'and', 'syria', 'the', 'death', 'toll', 'exceeded', '3', '800']","['destructive', 'earthquake', 'turkey', 'syria', 'death', 'toll', 'exceeded', '3', '800']","['destruct', 'earthquak', 'turkey', 'syria', 'death', 'toll', 'exceed', '3', '800']",destruct earthquak turkey syria death toll exceed 3 800
2/7/2023 15:35,Anurag Anuj Tiwari BJP 🇮🇳,Total Chaos as multiple Buildings continue to fall and people continue to run in panic ,total chaos as multiple buildings continue to fall and people continue to run in panic ,"['total', 'chaos', 'as', 'multiple', 'buildings', 'continue', 'to', 'fall', 'and', 'people', 'continue', 'to', 'run', 'in', 'panic']","['total', 'chaos', 'multiple', 'buildings', 'continue', 'fall', 'people', 'continue', 'run', 'panic']","['total', 'chao', 'multipl', 'build', 'continu', 'fall', 'peopl', 'continu', 'run', 'panic']",total chao multipl build continu fall peopl continu run panic
2/7/2023 15:36,ɢᴜʀᴊᴀʀ (भाटी),Ya Allah kareem forgive us for our sins and y ,ya allah kareem forgive us for our sins and y ,"['ya', 'allah', 'kareem', 'forgive', 'us', 'for', 'our', 'sins', 'and', 'y']","['ya', 'allah', 'kareem', 'forgive', 'us', 'sins']","['ya', 'allah', 'kareem', 'forgiv', 'us', 'sin']",ya allah kareem forgiv us sin
2/7/2023 15:38,Haniya 🌐,True Powerful 7 8 Cyprus ,true powerful 7 8 cyprus ,"['true', 'powerful', '7', '8', 'cyprus']","['true', 'powerful', '7', '8', 'cyprus']","['true', 'power', '7', '8', 'cypru']",true power 7 8 cypru
2/7/2023 15:44,Madiha,Prayers for Turkey Syria Lebanon Jordan Iraq Palestine and all affected places ,prayers for turkey syria lebanon jordan iraq palestine and all affected places ,"['prayers', 'for', 'turkey', 'syria', 'lebanon', 'jordan', 'iraq', 'palestine', 'and', 'all', 'affected', 'places']","['prayers', 'turkey', 'syria', 'lebanon', 'jordan', 'iraq', 'palestine', 'affected', 'places']","['prayer', 'turkey', 'syria', 'lebanon', 'jordan', 'iraq', 'palestin', 'affect', 'place']",prayer turkey syria lebanon jordan iraq palestin affect place
2/7/2023 16:17,Dr. Serdar Dalkir,Thousands of aid volunteers flock to Airport ,thousands of aid volunteers flock to airport ,"['thousands', 'of', 'aid', 'volunteers', 'flock', 'to', 'airport']","['thousands', 'aid', 'volunteers', 'flock', 'airport']","['thousand', 'aid', 'volunt', 'flock', 'airport']",thousand aid volunt flock airport
2/7/2023 16:28,Zaina Erhaim #FreeAlaa,One of the stories Qasem s sister has been under the wreckage of 5 floors building for over 1 5 day we got the bodies of her kids and husband and buried them but not her she is pregnant with a twin ,one of the stories qasem s sister has been under the wreckage of 5 floors building for over 1 5 day we got the bodies of her kids and husband and buried them but not her she is pregnant with a twin ,"['one', 'of', 'the', 'stories', 'qasem', 's', 'sister', 'has', 'been', 'under', 'the', 'wreckage', 'of', '5', 'floors', 'building', 'for', 'over', '1', '5', 'day', 'we', 'got', 'the', 'bodies', 'of', 'her', 'kids', 'and', 'husband', 'and', 'buried', 'them', 'but', 'not', 'her', 'she', 'is', 'pregnant', 'with', 'a', 'twin']","['one', 'stories', 'qasem', 'sister', 'wreckage', '5', 'floors', 'building', '1', '5', 'day', 'got', 'bodies', 'kids', 'husband', 'buried', 'pregnant', 'twin']","['one', 'stori', 'qasem', 'sister', 'wreckag', '5', 'floor', 'build', '1', '5', 'day', 'got', 'bodi', 'kid', 'husband', 'buri', 'pregnant', 'twin']",one stori qasem sister wreckag 5 floor build 1 5 day got bodi kid husband buri pregnant twin
2/7/2023 16:33,Itamilradar,Italian Air Force Locheed C 130J reg MM62189 back from Adana The Italian aircraft carried a team of about 50 rescuers several search dogs and search and rescue equipment ,italian air force locheed c 130j reg mm62189 back from adana the italian aircraft carried a team of about 50 rescuers several search dogs and search and rescue equipment ,"['italian', 'air', 'force', 'locheed', 'c', '130j', 'reg', 'mm62189', 'back', 'from', 'adana', 'the', 'italian', 'aircraft', 'carried', 'a', 'team', 'of', 'about', '50', 'rescuers', 'several', 'search', 'dogs', 'and', 'search', 'and', 'rescue', 'equipment']","['italian', 'air', 'force', 'locheed', 'c', '130j', 'reg', 'mm62189', 'back', 'adana', 'italian', 'aircraft', 'carried', 'team', '50', 'rescuers', 'several', 'search', 'dogs', 'search', 'rescue', 'equipment']","['italian', 'air', 'forc', 'loche', 'c', '130j', 'reg', 'mm62189', 'back', 'adana', 'italian', 'aircraft', 'carri', 'team', '50', 'rescuer', 'sever', 'search', 'dog', 'search', 'rescu', 'equip']",italian air forc loche c 130j reg mm62189 back adana italian aircraft carri team 50 rescuer sever search dog search rescu equip
2/7/2023 17:26,Islamic Reminders,VIDEO Only Allah can help us Many of these brothers don t know where their families are See the heartbreaking account from Ummah Welfare Trust s staff inside where many women and children remain unaccounted for ,video only allah can help us many of these brothers don t know where their families are see the heartbreaking account from ummah welfare trust s staff inside where many women and children remain unaccounted for ,"['video', 'only', 'allah', 'can', 'help', 'us', 'many', 'of', 'these', 'brothers', 'don', 't', 'know', 'where', 'their', 'families', 'are', 'see', 'the', 'heartbreaking', 'account', 'from', 'ummah', 'welfare', 'trust', 's', 'staff', 'inside', 'where', 'many', 'women', 'and', 'children', 'remain', 'unaccounted', 'for']","['video', 'allah', 'help', 'us', 'many', 'brothers', 'know', 'families', 'see', 'heartbreaking', 'account', 'ummah', 'welfare', 'trust', 'staff', 'inside', 'many', 'women', 'children', 'remain', 'unaccounted']","['video', 'allah', 'help', 'us', 'mani', 'brother', 'know', 'famili', 'see', 'heartbreak', 'account', 'ummah', 'welfar', 'trust', 'staff', 'insid', 'mani', 'women', 'children', 'remain', 'unaccount']",video allah help us mani brother know famili see heartbreak account ummah welfar trust staff insid mani women children remain unaccount
2/7/2023 18:17,Oman Observer 🇴🇲,Up to 23 million people could be affected by the massive earthquake that has killed thousands in Turkey and Syria the World Health Organization warned Tuesday ,up to 23 million people could be affected by the massive earthquake that has killed thousands in turkey and syria the world health organization warned tuesday ,"['up', 'to', '23', 'million', 'people', 'could', 'be', 'affected', 'by', 'the', 'massive', 'earthquake', 'that', 'has', 'killed', 'thousands', 'in', 'turkey', 'and', 'syria', 'the', 'world', 'health', 'organization', 'warned', 'tuesday']","['23', 'million', 'people', 'could', 'affected', 'massive', 'earthquake', 'killed', 'thousands', 'turkey', 'syria', 'world', 'health', 'organization', 'warned', 'tuesday']","['23', 'million', 'peopl', 'could', 'affect', 'massiv', 'earthquak', 'kill', 'thousand', 'turkey', 'syria', 'world', 'health', 'organ', 'warn', 'tuesday']",23 million peopl could affect massiv earthquak kill thousand turkey syria world health organ warn tuesday
2/7/2023 20:55,Fadila Zeyad,Another 7 5 magnitude earthquake in Turkey Prayers for our brothers amp sisters ALLAH protect all of us ,another 7 5 magnitude earthquake in turkey prayers for our brothers amp sisters allah protect all of us ,"['another', '7', '5', 'magnitude', 'earthquake', 'in', 'turkey', 'prayers', 'for', 'our', 'brothers', 'amp', 'sisters', 'allah', 'protect', 'all', 'of', 'us']","['another', '7', '5', 'magnitude', 'earthquake', 'turkey', 'prayers', 'brothers', 'sisters', 'allah', 'protect', 'us']","['anoth', '7', '5', 'magnitud', 'earthquak', 'turkey', 'prayer', 'brother', 'sister', 'allah', 'protect', 'us']",anoth 7 5 magnitud earthquak turkey prayer brother sister allah protect us
